Word Type,Word
Phonetic,bek’e æerehtå’ís náda
English,much / many / lots
Phonetic,åâ
English,mud
Phonetic,hatå’és
English,muddy sandbar (shoal)
Phonetic,hatå’ést’úr / åéstélt’úr
English,mudslide
Phonetic,hatå’és níltth’ÿr
English,mukluks
Phonetic,æeténá ké
English,"multiplying, it is / they are ..."
Phonetic,lã æane
English,mumps
Phonetic,dÿnek’ás hílghas
English,"muscle, a person’s ..."
Phonetic,dÿnetth’i
English,mushroom
Phonetic,bãdzajÿré
English,music
Phonetic,shÿn
English,muskeg
Phonetic,æelel
English,muskox
Phonetic,yutthéjÿré / æutthç æejÿré
English,muskrat
Phonetic,dzÿn
English,muskrat fur hat
Phonetic,dzÿndh‡th ts’ah
English,"mustache, a person’s ..."
Phonetic,dÿnedaghá
English,"mute, she/he is ..."
Phonetic,yaåtíle
English,mutual (for more than two)
Phonetic,harelyø ha
English,mutual (for both)
Phonetic,nánilt’e ha
English,mutual agreement
Phonetic,æeåéredli
English,Nagel Channel
Phonetic,Ts‡ldezé
English,nail
Phonetic,sats‡l or thats‡l
English,nail driving
Phonetic,sats‡l deyélyul
English,"name, his/her ..."
Phonetic,bezí
English,naphtha or white gas
Phonetic,tåesgáy
English,napkins (sanitary)
Phonetic,ts’ékuiyúé
English,narrow
Phonetic,nedáre
English,narrow place
Phonetic,hurîdáre
English,"nasal cavity, a person’s ..."
Phonetic,dÿneghã
English,National Aboriginal Day
Phonetic,Dÿne Dédliné Dziné
English,"naughty, she/he is …"
Phonetic,halãt’î
English,nausea
Phonetic,hñdhûth
English,"navel, a person’s ..."
Phonetic,dÿnetth’é
English,Ndilô
Phonetic,Nulâ
English,"near / close, he/she/it is ..."
Phonetic,nedhíle
English,nearsightedness
Phonetic,nidhíle huneåæî
English,"neck, a person’s ..."
Phonetic,dÿnek’oth
English,necklace
Phonetic,tthãlia
English,needle
Phonetic,thatîl
English,needle driver/awl
Phonetic,tthal
English,"neglected, he/she/it is ..."
Phonetic,bets’‡n huniæaíle
English,"nephew, my …"
Phonetic,saze
English,nerves
Phonetic,bet’á déts’edí
English,"nervous, she/he is …"
Phonetic,betth’i neljÿr
English,nervous system
Phonetic,t’at’ú æarelyø déts’edí
English,net (snare underwater)
Phonetic,tabñl
English,never mind
Phonetic,bedî húli / walé
English,new
Phonetic,degóth
English,New Year’s Day
Phonetic,Æeåets’elts’ún Dziné
English,next month
Phonetic,æuneth za
English,next week
Phonetic,æuneth dzereta
English,next year
Phonetic,æuneth ghayé
English,nice
Phonetic,nezô
English,nickel / five cents
Phonetic,sôlá satsánaze
English,"niece, my …"
Phonetic,sareze
English,night
Phonetic,tÿdhe
English,nighthawk
Phonetic,yáháåther
English,nine
Phonetic,åõtâ
English,nine hundred
Phonetic,åõtonona
English,nine people
Phonetic,åõtâ hîlt’e
English,nineteen
Phonetic,åõtâdhel
English,ninety
Phonetic,åõtona
English,nits
Phonetic,yátth’in
English,no
Phonetic,æñle
English,nomination (appointing someone)
Phonetic,dÿne æeåta háltî
English,noon
Phonetic,dzîdize
English,noon (before)
Phonetic,dzîdiz tthe
English,Norman Wells
Phonetic,Tåes Hûlî
English,north
Phonetic,yudázî
English,north wind
Phonetic,yudázî nîåts’i
English,northern lights
Phonetic,yaka nágÿs
English,Northern store
Phonetic,k’ódhi kuç
English,Northwest Territories
Phonetic,Æedza Néné
English,nose. a person’s ...
Phonetic,dÿnetsî
English,nosebleed
Phonetic,dÿnetsî dÿl
English,no-see-um
Phonetic,huneltún
English,"nostril, a person’s ..."
Phonetic,dÿnetsî yúniæa
English,not worth it / worthless
Phonetic,bet’óreæáíle
English,notebook
Phonetic,bek’e æerehtå’ís
English,nothing
Phonetic,dódí
English,November
Phonetic,Æeyun Zá
English,now
Phonetic,dø
English,numb
Phonetic,hñåthû
English,number
Phonetic,bet’á hultá
English,nun
Phonetic,dÿnexare
English,Nunavut
Phonetic,Æeténá Nén
English,nurse
Phonetic,dÿne æeya ts’éni
English,nursing station / health centre
Phonetic,æeya kuç
English,nutrition
Phonetic,t’a ghâ shéts’elyi
English,nylons / nylon stockings
Phonetic,lasué libá
English,oar
Phonetic,t’odhé / t’óth
English,"oath (promise, I...)"
Phonetic,hásne ha
English,oatmeal / porridge
Phonetic,åîchoni
English,"obeys, he/she ..."
Phonetic,æek’át’e
English,objective (we are working towards it)
Phonetic,bebâzñ æeghálaída
English,"observing him/her/it, s/he is ..."
Phonetic,yeneåæî
English,ocean
Phonetic,tucho
English,o’clock
Phonetic,... níæâ
English,October
Phonetic,Åuedaåtí Zá
English,octagon
Phonetic,æeåk’édî ts’‡n nat’ath
English,odd (not even)
Phonetic,æeåéåt’eíle
English,odd-job
Phonetic,t’álásí la
English,off course
Phonetic,t’ats’‡nle ts’‡n
English,offender
Phonetic,æeåtth’i náåtthÿrle
English,office
Phonetic,æerehtå’ís æeghálada kuç
English,official
Phonetic,k’áldhÿr
English,offshore
Phonetic,tu k’e
English,oil
Phonetic,tåesdóghé
English,ointment
Phonetic,bet’á dÿne ká nají
English,okay
Phonetic,hç / æç / æesát’íle
English,"old thing, artifact"
Phonetic,tháyú
English,"old, How ... is he/she/it?"
Phonetic,Æedlánélt’e begháye?
English,oldest
Phonetic,t’atthere
English,"on far shore, across"
Phonetic,násk’ÿth / násk’ÿdhe
English,on him/her/it
Phonetic,bek’e
English,on one side
Phonetic,åásk’ÿth
English,on the bottom of it
Phonetic,beyaghe / betå’aghe /
English,on the edge of it
Phonetic,bebáne
English,on the weekend
Phonetic,dzereta lâ
English,on top of him/her/it
Phonetic,bedaghe
English,once (one time)
Phonetic,æîåá
English,one
Phonetic,æîåághe
English,one cent
Phonetic,æîåághe satsánaze
English,one dollar / loonie
Phonetic,æîåághe tsâba
English,one foot
Phonetic,æîåághe dÿneké
English,one hundred
Phonetic,åónona
English,one inch
Phonetic,æîåághe dÿnechéth
English,one kilometer
Phonetic,Æîåághe dechÿnaze
English,one mile
Phonetic,æîåághe dechÿn
English,one million
Phonetic,æîåághe limíl limíl
English,one of a pair (its other one)
Phonetic,bek’adhe
English,one thirty
Phonetic,æîåághe ghóæâ tanizñ sadzié
English,one thousand
Phonetic,æîåághe limíl
English,one yard
Phonetic,æîåá bek’ilni
English,onion
Phonetic,tå’ozéyané
English,"open, door is ..."
Phonetic,æedáháreltâ
English,"open, is it ...?"
Phonetic,æedáhureltâ-u
English,opening
Phonetic,húæa
English,opening in ice caused by current
Phonetic,talddhÿl
English,opening in ice caused by melting
Phonetic,tatth’i
English,"operation, she/he has an ..."
Phonetic,nát’ath
English,opposite to (position)
Phonetic,benásk’ÿth
English,optometrist
Phonetic,dÿnenaghé neåæî
English,orange (colour)
Phonetic,jík’os lát’î
English,orange (fruit)
Phonetic,jík’os
English,organ (musical instrument)
Phonetic,æerehtå’ísjÿncho
English,organ bench
Phonetic,æerehtå’ísjÿncho dáchÿn
English,Oriental / Chinese
Phonetic,lidí ghâ dÿné
English,orphan
Phonetic,ts’ína
English,otter
Phonetic,nãbî
English,ouch
Phonetic,æeya
English,ours
Phonetic,nuwets’î
English,"out (goes out, he/she ...)"
Phonetic,tåñya
English,outboard motor
Phonetic,tåest’odhé / tåest’oth
English,outdoors
Phonetic,bít’âzî
English,outer space/air/sky
Phonetic,ya
English,outhouse
Phonetic,tsã kuç
English,outlaw
Phonetic,dÿne nezõle
English,Outpost Islands
Phonetic,Tajághenué
English,outside it
Phonetic,beæáné
English,outstanding
Phonetic,dÿne æãzñ háåtsi
English,ovaries
Phonetic,bet’á ts’ékui beskÿn hûlî
English,oven
Phonetic,beyé bekat’eth
English,over here
Phonetic,jâ
English,over him/her/it
Phonetic,betedhe
English,over there
Phonetic,yuwé
English,overflow
Phonetic,æekáílbÿn
English,overhead
Phonetic,dÿnetthí tedhe / æudók’e
English,overturn
Phonetic,naréghÿth
English,"overweight, he/she ..."
Phonetic,åek’á dúe
English,"overweight, he/she/it is ..."
Phonetic,nedath dúe
English,owl
Phonetic,muådzaghe
English,"owl, boreal ..."
Phonetic,tth’íjaaze
English,"owl, snowy ..."
Phonetic,yélaba
English,"owns it, he/she ... (owner)"
Phonetic,bets’î
English,ox
Phonetic,kuç æejÿre
English,ox-cart
Phonetic,dechÿn bâth
English,pack / package
Phonetic,xel
English,packsack
Phonetic,naåchéth ts’ézegi
English,paddle
Phonetic,t’odhé
English,paddleboat / riverboat
Phonetic,kún ts’i
English,pail
Phonetic,til / tile
English,"pail, water ..."
Phonetic,tu til
English,pain (it hurts)
Phonetic,æeya
English,paint
Phonetic,bet’á shéredli
English,paint brush
Phonetic,bet’á shéredli dechen
English,painter (not artist)
Phonetic,h‡redlír dÿné
English,"painting a house, she/he is ..."
Phonetic,kuç heretå’ís
English,"painting a picture, she/he is ..."
Phonetic,heretå’ís
English,pair
Phonetic,náke æeåéåt’e
English,pair of boots
Phonetic,ke
English,pair of pants
Phonetic,tå’áæi
English,pair of shoes
Phonetic,ke
English,pajamas
Phonetic,beyétth’etî yué
English,pallbearer
Phonetic,dÿne tth’‡n hetîl
English,"palm, a person’s ..."
Phonetic,dÿnelatå’aghé
English,pan
Phonetic,satsán tth’áy
English,pancakes
Phonetic,åést’étht’úr
English,"panics, she/he is …"
Phonetic,æedoreliçle
English,panties / briefs
Phonetic,tå’áit’ár
English,pantry
Phonetic,æasí k’ahaní k’é
English,pants
Phonetic,tå’áæi
English,paper
Phonetic,æerehtå’ís
English,paper bag
Phonetic,æerehtå’ís naåchéth
English,paper towel
Phonetic,æerehtå’ís bet’á nalazelde
English,paralysis
Phonetic,náda ha æañle
English,"parents, my …"
Phonetic,setthikui / sedekui
English,parka
Phonetic,æeténá æi
English,Parkinson’s disease
Phonetic,betth’i delghÿl dáda
English,parole officer
Phonetic,dÿne bedárñtâ hîle hél æeghálana
English,partially (some-not all)
Phonetic,naye / æarelyøle
English,partner (friend/helper)
Phonetic,ts’éni
English,"party, birthday ..."
Phonetic,bedziné k’e æahåe
English,passenger
Phonetic,dÿne hél h
English,"passes, he/she ... (finishes)"
Phonetic,húya
English,"passes out, she/he ..."
Phonetic,æenal níle æajá
English,"passing by, she/he is ..."
Phonetic,æeåází húya
English,past (distant)
Phonetic,yunízî thá
English,"past, in the ..."
Phonetic,húdhÿr
English,patch on clothing
Phonetic,bek’e nínílkâ
English,path / trail
Phonetic,æetÿn
English,patrol
Phonetic,haåni
English,Paulette Bay
Phonetic,Nadlárnue Naghe
English,Paulette Island
Phonetic,Nadlárnu
English,peanut butter / peanuts
Phonetic,dlíeni
English,peek-a-boo
Phonetic,gúgu
English,pelican (white)
Phonetic,æoráncháy
English,pelt
Phonetic,tsádh‡th
English,pemmican
Phonetic,æetsñståes
English,pen
Phonetic,æerehtå’íschÿne
English,pencil
Phonetic,æerehtå’íschÿne
English,pencil case
Phonetic,æerehtå’íschÿndh‡th
English,pencil sharpener
Phonetic,bet’á æerehtå’íschÿn nak’ak’a
English,penicillin
Phonetic,dáda ch’á náídí
English,penny
Phonetic,æeåághe satsánaze
English,pepper
Phonetic,denîts’iaze
English,peppermint grass
Phonetic,tå’ots‡n
English,peregrine falcon
Phonetic,æîyes æeldel
English,performing arts (one performer)
Phonetic,sádhÿr dánet’î ha
English,performing arts (>one performer)
Phonetic,sáhedé dánet’î ha
English,person/people
Phonetic,dÿne
English,pew
Phonetic,dáchÿn neth
English,phlegm
Phonetic,dekothch’‡r
English,phone
Phonetic,beyé yati
English,photograph (of person)
Phonetic,dÿnenérehtå’ís / dÿnené æerehtå’ís
English,piano
Phonetic,æerehtå’ísjÿncho
English,piano bench
Phonetic,æerehtå’ísjÿncho dáchÿn
English,pick axe
Phonetic,tthêåch’úé
English,pickerel/dory
Phonetic,æeåch’úe
English,picture (on wall)
Phonetic,dÿnerehtå’ís daghárîtâ
English,"pierced, he/she/it is ...(got a needle)"
Phonetic,hehgor
English,pig
Phonetic,gugúsh
English,pillow
Phonetic,tthíæÿl
English,pills / medicine
Phonetic,náídí
English,pilot (airplane)
Phonetic,æedzeret’áyt’iné
English,pilot (boat)
Phonetic,ts’i k’élni
English,pilot biscuit/ cracker
Phonetic,åést’éth gÿné
English,pimple
Phonetic,hatthñåæa / hátñåaze
English,pin
Phonetic,thatîl betthí hûlî
English,pinberry
Phonetic,jí tå’ulaze
English,pine needles
Phonetic,æalgáré
English,Pine Point
Phonetic,Gÿnechela
English,Pine Point town
Phonetic,Tsâba K’é
English,pink
Phonetic,dzék’os
English,pink (light)
Phonetic,dzék’os delbes
English,pinworm
Phonetic,dÿnetsâ ta gu
English,pipeline
Phonetic,satsán k’oth
English,"plane, wood ..."
Phonetic,bek’elzus or hak’elzus
English,"plants (flowers, trees, grass, vegetables)"
Phonetic,ní æuneshe
English,plaque (on teeth)
Phonetic,æasí dÿneghú híåt’us
English,plaster
Phonetic,bet’á hedzé
English,plate
Phonetic,tth’áyk‡l
English,play money
Phonetic,tsâba nizî
English,"play, they (two people)..."
Phonetic,sahedhÿr
English,"play, they ... (a group)"
Phonetic,sahedé
English,playground
Phonetic,sáts’ede k’é
English,"playing bingo, she/he is ..."
Phonetic,bingo æá sadhÿr
English,"playing cards, she/he is ..."
Phonetic,xál æá sadhÿr
English,"playing games, she/he is ..."
Phonetic,sâ t’á sadhÿr
English,playing guitar
Phonetic,guitar deåtsúr
English,"plays, she/he ..."
Phonetic,sadhÿr
English,"pleasant situation, it is a …"
Phonetic,nezô háæâ
English,pliers
Phonetic,satsán æÿl
English,plough
Phonetic,bet’á ní náåch’ul
English,plowing
Phonetic,ní náåch’ul
English,pneumonia
Phonetic,bedzídith hílghas
English,pocket
Phonetic,t’ák‡l
English,poem
Phonetic,yati nezô darelyi
English,Point Ennuyeuse
Phonetic,Cheladare
English,"pointing, she/he is …"
Phonetic,ts’étth’ÿl hetthi
English,poison
Phonetic,náídísåini
English,pole star (north star)
Phonetic,æetthéncho
English,police
Phonetic,dÿne náåtsí dÿné
English,police residence
Phonetic,dÿne náåtsí dÿné náde kuç
English,police station
Phonetic,dÿne náåtsí dÿné kuç
English,policy (rules)
Phonetic,begharé æeghálada
English,pool / billiards
Phonetic,dzól hult‡s
English,poor (no money)
Phonetic,ch’ÿr
English,"poor, s/he is ..(no money, poor health)"
Phonetic,æestunét’ine
English,Pope
Phonetic,Yaåtitá
English,poplar
Phonetic,k’es
English,Poplar Point
Phonetic,K’eschelá
English,porch
Phonetic,tîdá kuç
English,porcupine
Phonetic,ts’i
English,porcupine quill
Phonetic,ts’ich’oé
English,pork
Phonetic,gugúshtthén
English,pork fat
Phonetic,gugúshk’a
English,pork hocks
Phonetic,gugúsh kechÿné
English,porridge / oatmeal
Phonetic,åîchoni
English,portage
Phonetic,hateth
English,Portage Road (in Fort Resolution)
Phonetic,Hateth Tîlú
English,possible
Phonetic,dúíle
English,post (fence post)
Phonetic,bãåch’âchén
English,post office
Phonetic,æerehtå’ís kuç
English,postal worker
Phonetic,æerehtå’ís k’élni
English,pot
Phonetic,beyé bestil
English,potato
Phonetic,nóshi / núshi
English,potato (baked)
Phonetic,núshit’éth
English,potato (mashed)
Phonetic,núshi naltå’es
English,potato chips
Phonetic,núshigÿné
English,pounded meat
Phonetic,æîtsñs
English,"pouring it, he/she is ..."
Phonetic,déyenil
English,poverty
Phonetic,ch’ÿr
English,prairie
Phonetic,k’áítel
English,prairie chicken / grouse
Phonetic,æetthÿri
English,prayer
Phonetic,yati
English,"pregnant, it (animal) is …"
Phonetic,héåchan
English,"pregnant, she (human) is …"
Phonetic,dÿne bets’î
English,Premier of NWT
Phonetic,dizñ n‡n ts’‡n k’áldhÿr
English,president
Phonetic,k’áldhÿrcho
English,pretty person
Phonetic,æaxenét’î
English,pretty thing
